id,input_text,label,bucket
200,"[SUBJECT] Charli XCX [CANDIDATE] Bread [CONTEXT] Charli XCX's influences include Britney Spears, Shampoo, No Doubt, t.A.T.u., the Donnas, Bikini Kill, Martika, Björk, Siouxsie and the Banshees, the Feminine Complex, Donna Summer, Bread, All Saints, Uffie, Brooke Candy, Lil Wayne, Lily Allen, Kate Bush, Twin Peaks, Paris Hilton, Justice, Crystal Castles, Calvin Harris, Daft Punk, Sebastian, Honey Dijon, Robyn, Arca, M.I.A., Autechre, Aphex Twin, and Quentin Tarantino.",1,positive
90,"[SUBJECT] Black Sabbath [CANDIDATE] Jimi Hendrix [CONTEXT] Early on, Black Sabbath were influenced by Cream, the Beatles, Fleetwood Mac, Jimi Hendrix, John Mayall & the Bluesbreakers, Blue Cheer, Golden Earring, Led Zeppelin, Jethro Tull, and Iron Butterfly.",1,positive
9,[SUBJECT] Radiohead [CANDIDATE] Krzysztof Penderecki [CONTEXT] Jonny Greenwood cited the influence of the 20th-century classical composers Krzysztof Penderecki and Olivier Messiaen.,1,positive
14,"[SUBJECT] The Beatles [CANDIDATE] Yoko Ono [CONTEXT] Lennon's ""Revolution 9"" (whose musique concrète approach was influenced by Yoko Ono).",1,positive
60,"[SUBJECT] Sonic Youth [CANDIDATE] Yoko Ono [CONTEXT] Sonic Youth was heavily influenced by the Velvet Underground, the Stooges, MC5, Glenn Branca, Rhys Chatham, Ornette Coleman, John Coltrane, La Monte Young, Neil Young, Yoko Ono, Brigitte Fontaine, Patti Smith, Wire, and Public Image Ltd.",1,positive
193,"[SUBJECT] Charli XCX [CANDIDATE] No Doubt [CONTEXT] Charli XCX's influences include Britney Spears, Shampoo, No Doubt, t.A.T.u., the Donnas, Bikini Kill, Martika, Björk, Siouxsie and the Banshees, the Feminine Complex, Donna Summer, Bread, All Saints, Uffie, Brooke Candy, Lil Wayne, Lily Allen, Kate Bush, Twin Peaks, Paris Hilton, Justice, Crystal Castles, Calvin Harris, Daft Punk, Sebastian, Honey Dijon, Robyn, Arca, M.I.A., Autechre, Aphex Twin, and Quentin Tarantino.",1,positive
132,"[SUBJECT] Phoebe Bridgers [CANDIDATE] Taylor Swift [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",1,positive
18,"[SUBJECT] The Beatles [CANDIDATE] Chuck Berry [CONTEXT] The Beatles' earliest influences include Elvis Presley, Carl Perkins, Little Richard, Chuck Berry and Gene Vincent.",1,positive
167,"[SUBJECT] Billie Eilish [CANDIDATE] Beatles [CONTEXT] Eilish grew up listening to the Beatles, Justin Bieber, Green Day, the 1975, Arctic Monkeys, Nine Inch Nails, Linkin Park and Lana Del Rey.",1,positive
73,"[SUBJECT] The Smiths [CANDIDATE] Dusty Springfield [CONTEXT] Morrissey's songwriting was influenced by 1960s girl groups and singers such as Dusty Springfield, Sandie Shaw, Marianne Faithfull and Timi Yuro.",1,positive
194,"[SUBJECT] Charli XCX [CANDIDATE] t.A.T.u. [CONTEXT] Charli XCX's influences include Britney Spears, Shampoo, No Doubt, t.A.T.u., the Donnas, Bikini Kill, Martika, Björk, Siouxsie and the Banshees, the Feminine Complex, Donna Summer, Bread, All Saints, Uffie, Brooke Candy, Lil Wayne, Lily Allen, Kate Bush, Twin Peaks, Paris Hilton, Justice, Crystal Castles, Calvin Harris, Daft Punk, Sebastian, Honey Dijon, Robyn, Arca, M.I.A., Autechre, Aphex Twin, and Quentin Tarantino.",1,positive
135,[SUBJECT] Grimes [CANDIDATE] David Bowie [CONTEXT] Grimes described a song as inspired by David Bowie.,1,positive
182,"[SUBJECT] Aphex Twin [CANDIDATE] Tom Jenkinson [CONTEXT] When James began programming faster, jungle-inspired breakbeats in the mid-1990s, he named friends and fellow musicians Luke Vibert and Tom Jenkinson as influences.",1,positive
202,"[SUBJECT] Charli XCX [CANDIDATE] Lil Wayne [CONTEXT] Charli XCX's influences include Britney Spears, Shampoo, No Doubt, t.A.T.u., the Donnas, Bikini Kill, Martika, Björk, Siouxsie and the Banshees, the Feminine Complex, Donna Summer, Bread, All Saints, Uffie, Brooke Candy, Lil Wayne, Lily Allen, Kate Bush, Twin Peaks, Paris Hilton, Justice, Crystal Castles, Calvin Harris, Daft Punk, Sebastian, Honey Dijon, Robyn, Arca, M.I.A., Autechre, Aphex Twin, and Quentin Tarantino.",1,positive
64,"[SUBJECT] Sonic Youth [CANDIDATE] Public Image Ltd [CONTEXT] Sonic Youth was heavily influenced by the Velvet Underground, the Stooges, MC5, Glenn Branca, Rhys Chatham, Ornette Coleman, John Coltrane, La Monte Young, Neil Young, Yoko Ono, Brigitte Fontaine, Patti Smith, Wire, and Public Image Ltd.",1,positive
55,"[SUBJECT] Sonic Youth [CANDIDATE] Rhys Chatham [CONTEXT] Sonic Youth was heavily influenced by the Velvet Underground, the Stooges, MC5, Glenn Branca, Rhys Chatham, Ornette Coleman, John Coltrane, La Monte Young, Neil Young, Yoko Ono, Brigitte Fontaine, Patti Smith, Wire, and Public Image Ltd.",1,positive
108,"[SUBJECT] Billie Eilish [CANDIDATE] Nicki Minaj [CONTEXT] Other influences include Adele, Earl Sweatshirt, James Blake, Amy Winehouse, the Spice Girls, Lorde, Marina, Britney Spears, Taylor Swift, Nicki Minaj, XXXTentacion, and Twenty One Pilots.",1,positive
51,"[SUBJECT] Sonic Youth [CANDIDATE] Velvet Underground [CONTEXT] Sonic Youth was heavily influenced by the Velvet Underground, the Stooges, MC5, Glenn Branca, Rhys Chatham, Ornette Coleman, John Coltrane, La Monte Young, Neil Young, Yoko Ono, Brigitte Fontaine, Patti Smith, Wire, and Public Image Ltd.",1,positive
175,"[SUBJECT] John Coltrane [CANDIDATE] Lester Young [CONTEXT] While in high school, Coltrane played clarinet and alto horn in a community band before switching to the saxophone, after being influenced by the likes of Lester Young and Johnny Hodges.",1,positive
216,"[SUBJECT] SZA [CANDIDATE] GZA [CONTEXT] She took cues from the Supreme Alphabet, taking influence from rappers RZA and GZA of Wu-Tang Clan.",1,positive
170,"[SUBJECT] Billie Eilish [CANDIDATE] the 1975 [CONTEXT] Eilish grew up listening to the Beatles, Justin Bieber, Green Day, the 1975, Arctic Monkeys, Nine Inch Nails, Linkin Park and Lana Del Rey.",1,positive
59,"[SUBJECT] Sonic Youth [CANDIDATE] Neil Young [CONTEXT] Sonic Youth was heavily influenced by the Velvet Underground, the Stooges, MC5, Glenn Branca, Rhys Chatham, Ornette Coleman, John Coltrane, La Monte Young, Neil Young, Yoko Ono, Brigitte Fontaine, Patti Smith, Wire, and Public Image Ltd.",1,positive
49,"[SUBJECT] The Velvet Underground [CANDIDATE] Booker T. & the M.G.s [CONTEXT] The other members were fans of doo-wop, Bo Diddley, and Booker T. & the M.G.s.",1,positive
89,"[SUBJECT] Black Sabbath [CANDIDATE] Fleetwood Mac [CONTEXT] Early on, Black Sabbath were influenced by Cream, the Beatles, Fleetwood Mac, Jimi Hendrix, John Mayall & the Bluesbreakers, Blue Cheer, Golden Earring, Led Zeppelin, Jethro Tull, and Iron Butterfly.",1,positive
22,"[SUBJECT] The Beatles [CANDIDATE] Roy Orbison [CONTEXT] Other early influences include Buddy Holly, Eddie Cochran, Roy Orbison, the Everly Brothers and Jerry Lee Lewis.",1,positive
58,"[SUBJECT] Sonic Youth [CANDIDATE] La Monte Young [CONTEXT] Sonic Youth was heavily influenced by the Velvet Underground, the Stooges, MC5, Glenn Branca, Rhys Chatham, Ornette Coleman, John Coltrane, La Monte Young, Neil Young, Yoko Ono, Brigitte Fontaine, Patti Smith, Wire, and Public Image Ltd.",1,positive
161,[SUBJECT] Travis Scott [CANDIDATE] Mike Dean [CONTEXT] Scott's production style is predominantly influenced by producers Mike Dean and Alex Tumay.,1,positive
212,"[SUBJECT] Charli XCX [CANDIDATE] Autechre [CONTEXT] Charli XCX's influences include Britney Spears, Shampoo, No Doubt, t.A.T.u., the Donnas, Bikini Kill, Martika, Björk, Siouxsie and the Banshees, the Feminine Complex, Donna Summer, Bread, All Saints, Uffie, Brooke Candy, Lil Wayne, Lily Allen, Kate Bush, Twin Peaks, Paris Hilton, Justice, Crystal Castles, Calvin Harris, Daft Punk, Sebastian, Honey Dijon, Robyn, Arca, M.I.A., Autechre, Aphex Twin, and Quentin Tarantino.",1,positive
188,"[SUBJECT] Lorde [CANDIDATE] Sam Cooke [CONTEXT] Lorde grew up listening to American jazz and soul musicians Billie Holiday, Sam Cooke, Etta James, and Otis Redding.",1,positive
192,"[SUBJECT] Charli XCX [CANDIDATE] Shampoo [CONTEXT] Charli XCX's influences include Britney Spears, Shampoo, No Doubt, t.A.T.u., the Donnas, Bikini Kill, Martika, Björk, Siouxsie and the Banshees, the Feminine Complex, Donna Summer, Bread, All Saints, Uffie, Brooke Candy, Lil Wayne, Lily Allen, Kate Bush, Twin Peaks, Paris Hilton, Justice, Crystal Castles, Calvin Harris, Daft Punk, Sebastian, Honey Dijon, Robyn, Arca, M.I.A., Autechre, Aphex Twin, and Quentin Tarantino.",1,positive
130,"[SUBJECT] Phoebe Bridgers [CANDIDATE] the Beatles [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",1,positive
38,[SUBJECT] Björk [CANDIDATE] Mark Bell [CONTEXT] She has cited Mark Bell as one of the people who influenced her the most.,1,positive
158,"[SUBJECT] Travis Scott [CANDIDATE] Tame Impala [CONTEXT] He is also influenced by Bon Iver, Kid Cudi, M.I.A., Kanye West, Toro y Moi, Tame Impala, T.I., and Thom Yorke.",1,positive
207,"[SUBJECT] Charli XCX [CANDIDATE] Calvin Harris [CONTEXT] Charli XCX's influences include Britney Spears, Shampoo, No Doubt, t.A.T.u., the Donnas, Bikini Kill, Martika, Björk, Siouxsie and the Banshees, the Feminine Complex, Donna Summer, Bread, All Saints, Uffie, Brooke Candy, Lil Wayne, Lily Allen, Kate Bush, Twin Peaks, Paris Hilton, Justice, Crystal Castles, Calvin Harris, Daft Punk, Sebastian, Honey Dijon, Robyn, Arca, M.I.A., Autechre, Aphex Twin, and Quentin Tarantino.",1,positive
2,"[SUBJECT] Radiohead [CANDIDATE] DJ Shadow [CONTEXT] By the mid-1990s, Radiohead were adopting recording methods from hip-hop, inspired by the sampling work of DJ Shadow, and became interested in using computers to generate sounds.",1,positive
53,"[SUBJECT] Sonic Youth [CANDIDATE] MC5 [CONTEXT] Sonic Youth was heavily influenced by the Velvet Underground, the Stooges, MC5, Glenn Branca, Rhys Chatham, Ornette Coleman, John Coltrane, La Monte Young, Neil Young, Yoko Ono, Brigitte Fontaine, Patti Smith, Wire, and Public Image Ltd.",1,positive
150,"[SUBJECT] Grimes [CANDIDATE] Tool [CONTEXT] Some of her other influences include Jedi Mind Tricks, Kenji Kawai, Yoko Kanno, Alicia Keys, Christina Aguilera, Panda Bear, Bikini Kill, Kate Bush, Al Green, Salem, Trent Reznor, Tool.",1,positive
131,"[SUBJECT] Phoebe Bridgers [CANDIDATE] Jackson Browne [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",1,positive
152,"[SUBJECT] Childish Gambino [CANDIDATE] LCD Soundsystem [CONTEXT] Glover stated ""I'm influenced by LCD Soundsystem as much as Ghostface Killah.""",1,positive
104,"[SUBJECT] Billie Eilish [CANDIDATE] Lorde [CONTEXT] Other influences include Adele, Earl Sweatshirt, James Blake, Amy Winehouse, the Spice Girls, Lorde, Marina, Britney Spears, Taylor Swift, Nicki Minaj, XXXTentacion, and Twenty One Pilots.",1,positive
100,"[SUBJECT] Billie Eilish [CANDIDATE] Adele [CONTEXT] Other influences include Adele, Earl Sweatshirt, James Blake, Amy Winehouse, the Spice Girls, Lorde, Marina, Britney Spears, Taylor Swift, Nicki Minaj, XXXTentacion, and Twenty One Pilots.",1,positive
117,"[SUBJECT] Lana Del Rey [CANDIDATE] Brian Wilson [CONTEXT] Del Rey cites a wide array of musical artists as influences, including Andrew Lloyd Webber, Frank Sinatra, Nina Simone, Billie Holiday, Bobby Vinton, The Crystals, Brian Wilson, Nancy Sinatra, and Miles Davis.",1,positive
88,"[SUBJECT] Black Sabbath [CANDIDATE] the Beatles [CONTEXT] Early on, Black Sabbath were influenced by Cream, the Beatles, Fleetwood Mac, Jimi Hendrix, John Mayall & the Bluesbreakers, Blue Cheer, Golden Earring, Led Zeppelin, Jethro Tull, and Iron Butterfly.",1,positive
203,"[SUBJECT] Charli XCX [CANDIDATE] Lily Allen [CONTEXT] Charli XCX's influences include Britney Spears, Shampoo, No Doubt, t.A.T.u., the Donnas, Bikini Kill, Martika, Björk, Siouxsie and the Banshees, the Feminine Complex, Donna Summer, Bread, All Saints, Uffie, Brooke Candy, Lil Wayne, Lily Allen, Kate Bush, Twin Peaks, Paris Hilton, Justice, Crystal Castles, Calvin Harris, Daft Punk, Sebastian, Honey Dijon, Robyn, Arca, M.I.A., Autechre, Aphex Twin, and Quentin Tarantino.",1,positive
75,"[SUBJECT] The Smiths [CANDIDATE] Marianne Faithfull [CONTEXT] Morrissey's songwriting was influenced by 1960s girl groups and singers such as Dusty Springfield, Sandie Shaw, Marianne Faithfull and Timi Yuro.",1,positive
122,[SUBJECT] The Weeknd [CANDIDATE] Aster Aweke [CONTEXT] His high-flying vocal style was influenced by Ethiopian singers such as Aster Aweke.,1,positive
219,"[SUBJECT] The Roots [CANDIDATE] Wu-Tang Clan [CONTEXT] The band's sound would take a darker turn during this period, heavily influenced by the Wu-Tang Clan and the RZA's grimy and haunting production style, replete with samples from old jazz and classical music.",1,positive
21,"[SUBJECT] The Beatles [CANDIDATE] Eddie Cochran [CONTEXT] Other early influences include Buddy Holly, Eddie Cochran, Roy Orbison, the Everly Brothers and Jerry Lee Lewis.",1,positive
189,"[SUBJECT] Lorde [CANDIDATE] Etta James [CONTEXT] Lorde grew up listening to American jazz and soul musicians Billie Holiday, Sam Cooke, Etta James, and Otis Redding.",1,positive
72,"[SUBJECT] The Smiths [CANDIDATE] the Cult [CONTEXT] Morrissey's songwriting was influenced by punk rock and post-punk bands such as New York Dolls, the Cramps, the Specials and the Cult.",1,positive
107,"[SUBJECT] Billie Eilish [CANDIDATE] Taylor Swift [CONTEXT] Other influences include Adele, Earl Sweatshirt, James Blake, Amy Winehouse, the Spice Girls, Lorde, Marina, Britney Spears, Taylor Swift, Nicki Minaj, XXXTentacion, and Twenty One Pilots.",1,positive
15,"[SUBJECT] The Beatles [CANDIDATE] Elvis Presley [CONTEXT] The Beatles' earliest influences include Elvis Presley, Carl Perkins, Little Richard, Chuck Berry and Gene Vincent.",1,positive
93,"[SUBJECT] Black Sabbath [CANDIDATE] Golden Earring [CONTEXT] Early on, Black Sabbath were influenced by Cream, the Beatles, Fleetwood Mac, Jimi Hendrix, John Mayall & the Bluesbreakers, Blue Cheer, Golden Earring, Led Zeppelin, Jethro Tull, and Iron Butterfly.",1,positive
180,"[SUBJECT] Herbie Hancock [CANDIDATE] Gil Evans [CONTEXT] Clare Fischer was a major influence on my harmonic concept... he and Bill Evans, and Ravel and Gil Evans, finally.",1,positive
103,"[SUBJECT] Billie Eilish [CANDIDATE] Amy Winehouse [CONTEXT] Other influences include Adele, Earl Sweatshirt, James Blake, Amy Winehouse, the Spice Girls, Lorde, Marina, Britney Spears, Taylor Swift, Nicki Minaj, XXXTentacion, and Twenty One Pilots.",1,positive
266,[SUBJECT] The Smiths [CANDIDATE] Arctic Monkeys [CONTEXT] Arctic Monkeys cited the Smiths as an influence.,0,reverse_direction
305,[SUBJECT] The Velvet Underground [CANDIDATE] David Bowie [CONTEXT] David Bowie was influenced by the experimental work of the Velvet Underground.,0,reverse_direction
372,[SUBJECT] Aretha Franklin [CANDIDATE] Adele [CONTEXT] Adele has frequently cited Aretha Franklin as a primary inspiration for her vocal delivery and soul-baring songwriting.,0,reverse_direction
302,[SUBJECT] Joy Division [CANDIDATE] The Cure [CONTEXT] The Cure were influenced by the bleak atmosphere of Joy Division.,0,reverse_direction
367,[SUBJECT] Metallica [CANDIDATE] Slipknot [CONTEXT] Members of Slipknot have cited Metallica as an influence.,0,reverse_direction
246,[SUBJECT] Kanye West [CANDIDATE] Kid Cudi [CONTEXT] Kid Cudi collaborated with and was influenced by Kanye West.,0,reverse_direction
375,[SUBJECT] Billie Holiday [CANDIDATE] Erykah Badu [CONTEXT] Erykah Badu’s phrasing and jazz-inflected vocals are deeply rooted in the influence of Billie Holiday.,0,reverse_direction
318,[SUBJECT] James Brown [CANDIDATE] Michael Jackson [CONTEXT] Michael Jackson drew inspiration from James Brown.,0,reverse_direction
331,[SUBJECT] Marvin Gaye [CANDIDATE] The Weeknd [CONTEXT] The Weeknd has acknowledged Marvin Gaye as an influence.,0,reverse_direction
296,[SUBJECT] The Clash [CANDIDATE] Green Day [CONTEXT] Green Day were influenced by the political punk sound of the Clash.,0,reverse_direction
256,[SUBJECT] Prince [CANDIDATE] The Weeknd [CONTEXT] The Weeknd has cited Prince as a major artistic influence.,0,reverse_direction
384,"[SUBJECT] Aphex Twin [CANDIDATE] Arca [CONTEXT] Arca has pointed to the glitchy, experimental textures of Aphex Twin as a key influence on her electronic production.",0,reverse_direction
242,[SUBJECT] Bob Dylan [CANDIDATE] Joni Mitchell [CONTEXT] Joni Mitchell acknowledged Bob Dylan's influence on her early work.,0,reverse_direction
324,[SUBJECT] Neil Young [CANDIDATE] Radiohead [CONTEXT] Radiohead cited Neil Young as an influence on their guitar work.,0,reverse_direction
295,[SUBJECT] Run-D.M.C. [CANDIDATE] Jay-Z [CONTEXT] Jay-Z has cited Run-D.M.C. as an early influence.,0,reverse_direction
366,[SUBJECT] Metallica [CANDIDATE] Trivium [CONTEXT] Trivium were influenced by the work of Metallica.,0,reverse_direction
231,[SUBJECT] Kraftwerk [CANDIDATE] Depeche Mode [CONTEXT] Depeche Mode were influenced by the pioneering electronic work of Kraftwerk.,0,reverse_direction
226,[SUBJECT] A Tribe Called Quest [CANDIDATE] Dr. Dre [CONTEXT] Dr. Dre has cited A Tribe Called Quest as an influence on his production style.,0,reverse_direction
247,[SUBJECT] Björk [CANDIDATE] Grimes [CONTEXT] Grimes has cited Björk as one of her primary influences.,0,reverse_direction
332,[SUBJECT] Stevie Wonder [CANDIDATE] Prince [CONTEXT] Prince cited Stevie Wonder as an early musical influence.,0,reverse_direction
224,"[SUBJECT] Led Zeppelin [CANDIDATE] Lady Gaga [CONTEXT] Artists across genres, including Lady Gaga, have acknowledged the influence of Led Zeppelin.",0,reverse_direction
252,[SUBJECT] The Velvet Underground [CANDIDATE] R.E.M. [CONTEXT] R.E.M. cited the Velvet Underground as a foundational influence.,0,reverse_direction
321,[SUBJECT] Elvis Presley [CANDIDATE] Bruce Springsteen [CONTEXT] Bruce Springsteen was influenced by the music of Elvis Presley.,0,reverse_direction
348,[SUBJECT] Radiohead [CANDIDATE] Bon Iver [CONTEXT] Bon Iver were influenced by Radiohead’s experimental approach.,0,reverse_direction
315,[SUBJECT] John Coltrane [CANDIDATE] Pharoah Sanders [CONTEXT] Pharoah Sanders was influenced by John Coltrane’s spiritual jazz.,0,reverse_direction
230,[SUBJECT] Kraftwerk [CANDIDATE] Daft Punk [CONTEXT] Daft Punk have repeatedly acknowledged Kraftwerk as a primary influence.,0,reverse_direction
334,[SUBJECT] Stevie Wonder [CANDIDATE] Alicia Keys [CONTEXT] Alicia Keys has frequently cited Stevie Wonder as an influence.,0,reverse_direction
353,[SUBJECT] Nas [CANDIDATE] Joey Bada$$ [CONTEXT] Joey Bada$$ has cited Nas as a primary influence.,0,reverse_direction
220,"[SUBJECT] Pink Floyd [CANDIDATE] Radiohead [CONTEXT] Artists influenced by Pink Floyd include Radiohead, Queen, and Nine Inch Nails.",0,reverse_direction
356,[SUBJECT] Jay-Z [CANDIDATE] J. Cole [CONTEXT] J. Cole has cited Jay-Z as an influence.,0,reverse_direction
290,[SUBJECT] Public Enemy [CANDIDATE] Rage Against the Machine [CONTEXT] Rage Against the Machine were influenced by the political intensity of Public Enemy.,0,reverse_direction
284,[SUBJECT] Jimi Hendrix [CANDIDATE] Stevie Ray Vaughan [CONTEXT] Stevie Ray Vaughan was deeply influenced by the guitar work of Jimi Hendrix.,0,reverse_direction
264,[SUBJECT] Nas [CANDIDATE] Logic [CONTEXT] Logic cited Nas as an influence on his storytelling.,0,reverse_direction
343,[SUBJECT] Kate Bush [CANDIDATE] St. Vincent [CONTEXT] St. Vincent has acknowledged the influence of Kate Bush.,0,reverse_direction
248,[SUBJECT] Björk [CANDIDATE] FKA twigs [CONTEXT] FKA twigs has been influenced by the experimental work of Björk.,0,reverse_direction
260,[SUBJECT] Madonna [CANDIDATE] Britney Spears [CONTEXT] Britney Spears was influenced by Madonna's pop persona.,0,reverse_direction
358,[SUBJECT] Jay-Z [CANDIDATE] Big Sean [CONTEXT] Big Sean cited Jay-Z as an inspiration.,0,reverse_direction
359,[SUBJECT] OutKast [CANDIDATE] Kendrick Lamar [CONTEXT] Kendrick Lamar has cited OutKast as an influence.,0,reverse_direction
245,[SUBJECT] Kanye West [CANDIDATE] Travis Scott [CONTEXT] Travis Scott has cited Kanye West as a key influence.,0,reverse_direction
243,[SUBJECT] Nirvana [CANDIDATE] Foo Fighters [CONTEXT] Foo Fighters developed out of the musical legacy of Nirvana.,0,reverse_direction
364,[SUBJECT] Daft Punk [CANDIDATE] Calvin Harris [CONTEXT] Calvin Harris acknowledged the influence of Daft Punk.,0,reverse_direction
301,[SUBJECT] Kraftwerk [CANDIDATE] OMD [CONTEXT] Orchestral Manoeuvres in the Dark cited Kraftwerk as an influence.,0,reverse_direction
299,[SUBJECT] Kraftwerk [CANDIDATE] Gary Numan [CONTEXT] Gary Numan was heavily influenced by Kraftwerk’s electronic minimalism.,0,reverse_direction
304,[SUBJECT] Joy Division [CANDIDATE] The National [CONTEXT] The National’s early work shows the influence of Joy Division.,0,reverse_direction
259,[SUBJECT] Madonna [CANDIDATE] Lady Gaga [CONTEXT] Lady Gaga acknowledged Madonna as a key influence early in her career.,0,reverse_direction
328,[SUBJECT] The Beach Boys [CANDIDATE] Panda Bear [CONTEXT] Panda Bear has frequently cited the Beach Boys as a formative influence.,0,reverse_direction
306,[SUBJECT] The Velvet Underground [CANDIDATE] Sonic Youth [CONTEXT] Sonic Youth cited the Velvet Underground as a primary influence.,0,reverse_direction
347,[SUBJECT] Radiohead [CANDIDATE] James Blake [CONTEXT] James Blake has cited Radiohead as an influence.,0,reverse_direction
395,[SUBJECT] Dolly Parton [CANDIDATE] Miley Cyrus [CONTEXT] Miley Cyrus has often spoken about her godmother Dolly Parton’s profound influence on her musical career and performance.,0,reverse_direction
386,[SUBJECT] Scott Walker [CANDIDATE] Arctic Monkeys [CONTEXT] Alex Turner cited the dramatic arrangements of Scott Walker as a major influence during the recording of 'Tranquility Base Hotel & Casino'.,0,reverse_direction
267,[SUBJECT] Joy Division [CANDIDATE] Interpol [CONTEXT] Interpol's sound has been influenced by Joy Division.,0,reverse_direction
314,[SUBJECT] John Coltrane [CANDIDATE] Alice Coltrane [CONTEXT] Alice Coltrane developed her style under the influence of John Coltrane.,0,reverse_direction
357,[SUBJECT] Jay-Z [CANDIDATE] Drake [CONTEXT] Drake has acknowledged Jay-Z as a major influence.,0,reverse_direction
388,"[SUBJECT] The Stooges [CANDIDATE] Sex Pistols [CONTEXT] The aggressive, stripped-back sound of the Sex Pistols was largely built on the foundation laid by The Stooges.",0,reverse_direction
281,[SUBJECT] Black Sabbath [CANDIDATE] Metallica [CONTEXT] Metallica have cited Black Sabbath as a foundational influence on heavy metal.,0,reverse_direction
293,[SUBJECT] Run-D.M.C. [CANDIDATE] Beastie Boys [CONTEXT] The Beastie Boys emerged under the influence of Run-D.M.C.,0,reverse_direction
253,[SUBJECT] Talking Heads [CANDIDATE] Radiohead [CONTEXT] Radiohead have cited Talking Heads as an influence on their approach to rhythm and texture.,0,reverse_direction
263,[SUBJECT] Nas [CANDIDATE] Kendrick Lamar [CONTEXT] Kendrick Lamar has acknowledged Nas as a lyrical influence.,0,reverse_direction
355,[SUBJECT] Nas [CANDIDATE] Pusha T [CONTEXT] Pusha T has cited Nas as an influence.,0,reverse_direction
361,"[SUBJECT] OutKast [CANDIDATE] Tyler, the Creator [CONTEXT] Tyler, the Creator has acknowledged OutKast’s influence.",0,reverse_direction
282,"[SUBJECT] Black Sabbath [CANDIDATE] Soundgarden [CONTEXT] Soundgarden were influenced by the dark, heavy sound pioneered by Black Sabbath.",0,reverse_direction
398,"[SUBJECT] Black Sabbath [CANDIDATE] Pantera [CONTEXT] Pantera’s shift to a heavier, groove-oriented sound was deeply influenced by the riff-driven legacy of Black Sabbath.",0,reverse_direction
339,[SUBJECT] The Cure [CANDIDATE] The Smashing Pumpkins [CONTEXT] The Smashing Pumpkins cited the Cure as an influence on their early sound.,0,reverse_direction
342,[SUBJECT] Kate Bush [CANDIDATE] Florence Welch [CONTEXT] Florence Welch cited Kate Bush as a major artistic influence.,0,reverse_direction
